Kimlik,Tür,"Stok kodu (SKU)","GTIN, UPC, EAN, or ISBN",İsim,Yayımlanmış,"Öne çıkan?","Katalogda görünürlük","Kısa açıklama",Açıklama,"İndirimli fiyatın başladığı tarih","İndirimli fiyatın bittiği tarih","Vergi durumu","Vergi sınıfı",Stokta?,Stok,"Düşük stok miktarı","Yok satmaya izin?","Ayrı ayrı mı satılıyor?","Ağırlık (kg)","Uzunluk (cm)","Genişlik (cm)","Yükseklik (cm)","Müşteri değerlendirmelerine izin verilsin mi?","Satın alma notu","İndirimli satış fiyatı","Normal fiyat",Kategoriler,Etiketler,"Gönderim sınıfı",Görseller,"İndirme sınırı","İndirme sona erme günü",Ebeveyn,"Gruplanmış ürünler","Yukarı satışlar","Çapraz satışlar","Harici URL","Düğme metni",Konum,Markalar,"Nitelik 1 ismi","Nitelik 1 değer(ler)i","Nitelik 1 görünür","Nitelik 1 genel","Nitelik 2 ismi","Nitelik 2 değer(ler)i","Nitelik 2 görünür","Nitelik 2 genel","Nitelik 3 ismi","Nitelik 3 değer(ler)i","Nitelik 3 görünür","Nitelik 3 genel"
9355,"simple, virtual",ODSKU-0011,,"Red Dead Redemption 2 PC",1,1,visible,"Bir soygunun batısındaki Blackwater kasabasında kötü bir şekilde yanlış gittiğinden, Arthur Morgan ve Van der Linde çetesi kaçmaya zorlandı.​​Hemen Red Dead Redemption 2 satın alarak bu eşsiz oyunun keyfini çıkarabilirsiniz..","<link rel=""stylesheet"" id=""wd-text-block-css"" href=""https://oyunuzmani.com.tr/wp-content/themes/woodmart/css/parts/el-text-block.min.css?ver=7.3.2"" type=""text/css"" media=""all"" />                                         \n                        <p><strong>Detaylar</strong></p><p>Steam hesabı olarak verilmektedir.</p><p>“Offline”</p><p>Hesap bilgileri değiştirilemez.</p><p>Hesaplarda genellikle bonus oyunlar bulunabilir bu oyunlar sizlere hediyemizdir.</p><p>Hesaplar ömür boyu garantilidir.</p><p>İade Veya Değişim Yoktur.</p><p>Çevrimdışı problem durumunda internet kapatılıp oynanılır.</p>\n  ",,,taxable,,1,,,0,0,,,,,1,,"149,9","799,9","Pc Oyunları",,,https://white-clam-483231.hostingersite.com/wp-content/uploads/2025/03/w-vgs-adventure-red-dead-redemption-2.jpg,,,,,,,,,0,,Platform,PC,1,1,Sürüm,Deluxe,1,1,Nitelik,"Dijital ürün",1,1
9356,"simple, virtual",ODSKU-0012,,"God of War Ragnarök PS4 - PS5",1,0,visible,"<blockquote>Santa Monica Studio'dan eleştirmenlerin beğenisini kazanan God of War'un (2018) devamı geliyor. Fimbulvetr bastırıyor. Kratos ve Atreus, cevap arayışında Dokuz Diyarın dokuzunu da keşfe koyulmuşken Aesir kuvvetleri, kehanete göre dünyanın sonunu getirecek savaşa hazırlanmakta.​​Hemen God Of War Ragnarök | PS4 - PS5 satın alarak bu eşsiz oyunun keyfini çıkarabilirsiniz.</blockquote>","Detaylar\n\n\n\nTeslim Detaylar ı: 0-24 Saat İçinde Epostanıza Teslim Edilir. Playstation Hesabı Olarak Verilir.\n\n\n\nÜrün Kullanımı : Orijinal Üründür. Sadece Offline Oynanabilir. Firmamıza Özel Bir Hesap Teslim Alacaksınız. Ürün Bilgileri ve Kullanım Talimatları Siparişten Sonra Tarafınıza Gönderilecektir.\n\n\n\nÜrün Talimatları : Hesap Bilgilerinde (Eposta, Şifre vs.) Değişiklik Yapamazsınız. İade Yoktur. Ömür Boyu Garantilidir.\n\n\n\nPlaystation 4-5 Konsolu İçindir farklı platformda kullanılamaz.\n\n",,,taxable,,1,,,0,0,,,,,1,,"399,90","1399,9","Playstation Oyunları",,,https://white-clam-483231.hostingersite.com/wp-content/uploads/2025/03/w-vgs-adventure-god-of-war-ragnarok.jpg,,,,,,,,,0,,Platform,PlayStation,1,1,Sürüm,Deluxe,1,1,Nitelik,"Dijital ürün",1,1
9357,"simple, virtual",ODSKU-0013,,"A Plague Tale: Requiem PC",1,0,visible,"<div class=""product-left"">\n\n<div class=""product-blocks blocks-image"">\n\n<div class=""product_extra product_blocks product_blocks-image"">\n\n<div class=""product_extra-331"">\n\n<div class=""block-body expand-block"">\n\n<div class=""block-wrapper"">\n\n<div class=""block-content "">Acımasız, nefes kesen bir dünyada yürek parçalayan bir yolculuğa çık ve çaresiz bir hayatta kalma mücadelesinde sevdiklerini kurtarmanın bedelini keşfet. Çeşitli silahlar, araçlar ve doğaüstü güçlerle gölgelerden saldır veya ortalığı birbirine kat. Hemen A Plague Tale: Requiemsatın alarak bu eşsiz oyunun keyfini çıkarabilirsiniz.</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n<div class=""product-right"">\n\n<div id=""product"" class=""product-details""></div>\n\n</div>","<strong>Detaylar</strong>\n\n\n\nMicrosoft veya steam hesabı olarak verilmektedir.\n\n\n\nHesap bilgileri değiştirilemez.\n\n\n\nHesaplarda genellikle bonus oyunlar bulunabilir bu oyunlar sizlere hediyemizdir.\n\n\n\nHesaplar ömür boyu garantilidir.\n\n\n\nİade Veya Değişim Yoktur.\n\n\n\nÇevrimdışı problem durumunda internet kapatılıp oynanılır.\n\n",,,taxable,,1,,,0,0,,,,,1,,"109,9","899,9","Pc Oyunları",,,https://white-clam-483231.hostingersite.com/wp-content/uploads/2025/03/w-vgs-adventure-a-plague-tale-requiem.jpg,,,,,,,,,0,,Platform,PC,1,1,Sürüm,"Deluxe, Standart",1,1,Nitelik,"Dijital ürün",1,1
9358,"simple, virtual",ODSKU-0014,,"Cyberpunk 2077 + Phantom Liberty PC",1,0,visible,"Cyberpunk 2077 güç, gösteriş ve vücut modifikasyonu çılgınlığına kapılmış Night City kümekentinde geçen bir açık dünya aksiyon macera hikâyesidir. Kanun kaçağı paralı asker V olarak oyna ve ölümsüzlüğün anahtarı olan eşsiz bir implantın peşine düş.​​Hemen Cyberpunk 2077 satın alarak bu eşsiz oyunun keyfini çıkarabilirsiniz.","<strong>Detaylar</strong>\n\n\n\nCyberpunk 2077 satın alma işleminden sonra hemen teslim edilmektedir.\n\n\n\nSteam hesabı olarak verilmektedir.\n\n\n\n“Sadece offline olarak oynanılabilir!”\n\n\n\nHesap bilgileri değiştirilemez.\n\n\n\nHesaplarda genellikle bonus oyunlar bulunabilir bu oyunlar sizlere hediyemizdir.\n\n\n\nHesaplar ömür boyu garantilidir.\n\n\n\nŞirketimize ait özel bir hesap teslim alacaksınız bütün bilgiler ve kullanım talimatları sipariş sonrası tarafınıza gönderilecektir. Ürünü online kullanmaya çalışan kullanıcılar tespit edildiği an yasaklanacaktır.\n\n\n\nİade Veya Değişim Yoktur.\n\n\n\n<b>Bilgisayarınızın sistem gereksinimlerini karşıladığından emin olunuz sorumluluk bize ait değildir.</b>\n\n\n",,,taxable,,1,,,0,0,,,,,1,,"139,9","799,9","Pc Oyunları",,,https://white-clam-483231.hostingersite.com/wp-content/uploads/2025/03/w-vgs-rpg-cyberpunk-2077.jpg,,,,,,,,,0,,Platform,PC,1,1,Sürüm,Deluxe,1,1,Nitelik,"Dijital ürün",1,1
9359,"simple, virtual",ODSKU-0015,,"The Last of Us Part II Remastered PS5",1,0,visible,"<div class=""product-left"">\n\n<div class=""product-blocks blocks-image"">\n\n<div class=""product_extra product_blocks product_blocks-image"">\n\n<div class=""product_extra-331"">\n\n<div class=""block-body expand-block"">\n\n<div class=""block-wrapper"">\n\n<div class=""block-content "">Salgın sonucu mahvolan Amerika Birleşik Devletleri'nde yaptıkları tehlikeli yolculuktan beş yıl sonra Ellie ve Joel; Jackson, Wyoming'de kendilerine bir hayat kurdular. Hastalık kapan canlıların ve hayatta kalan çaresiz insanların oluşturduğu tehditlere rağmen, afetzedelerden oluşan ve gelişmekte olan bu toplumda yaşayarak nihayet huzurlu ve düzenli bir yaşama sahip olmayı başardılar.​​Hemen The Last Of Us Part 2 | PS4 - PS5 satın alarak bu eşsiz oyunun keyfini çıkarabilirsiniz.</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n<div class=""product-right"">\n\n<div id=""product"" class=""product-details""></div>\n\n</div>","<link rel=""stylesheet"" id=""wd-text-block-css"" href=""https://oyunuzmani.com.tr/wp-content/themes/woodmart/css/parts/el-text-block.min.css?ver=7.3.2"" type=""text/css"" media=""all"" />                                         \n                        <p>Detaylar</p><p>Teslim Detayları : Hızlı Teslimat Olarak 0-24 Saat İçinde Epostanıza Teslim Edilir. Playstation Hesabı Olarak Verilir.</p><p>Ürün Kullanımı : Orijinal Üründür. Offline Oynanabilir. Firmamıza Özel Bir Hesap Teslim Alacaksınız. Ürün Bilgileri ve Kullanım Talimatları Siparişten Sonra Tarafınıza Gönderilecektir.</p><p>Ürün Talimatları : Hesap Bilgilerinde (Eposta, Şifre vs.) Değişiklik Yapamazsınız. İade Yoktur. Ömür Boyu Garantilidir.</p>\n                                                ",,,taxable,,1,,,0,0,,,,,1,,"449,9","1399,9","Playstation Oyunları",,,https://white-clam-483231.hostingersite.com/wp-content/uploads/2025/03/the-last-of-us-part-3840x2160-13727-scaled-e1710456317850.jpg,,,,,,,,,0,,Platform,PlayStation,1,1,Sürüm,Deluxe,1,1,Nitelik,"Dijital ürün",1,1
9360,"simple, virtual",ODSKU-0016,,"Assassin's Creed Mirage PS4 - PS5",1,0,visible,"<div class=""woocommerce-product-details__short-description"">\n\n<div class=""css-1chn1kq"" data-component=""MarkdownParagraph"">Sorunlu bir geçmişten gelen uyumsuz bir genç adamın usta bir suikastçıya dönüştüğü hikâye odaklı bir aksiyon macera deneyimini yaşayın. Basim’in kaderini şekillendiren ilham verici karakterlerle tanışın, her birinin ardındaki muazzam derinliği keşfedin.</div>\n\n</div>","<link rel=""stylesheet"" id=""wd-text-block-css"" href=""https://oyunuzmani.com.tr/wp-content/themes/woodmart/css/parts/el-text-block.min.css?ver=7.3.2"" type=""text/css"" media=""all"" />                                         \n                        <p><strong>Detaylar</strong></p><p>Teslim Detayları : Hızlı Teslimat Olarak 0-24 Saat İçinde Epostanıza Teslim Edilir. Playstation Hesabı Olarak Verilir.</p><p>Ürün Kullanımı : Orijinal Üründür.Offline Oynanabilir. Firmamıza Özel Bir Hesap Teslim Alacaksınız. Ürün Bilgileri ve Kullanım Talimatları Siparişten Sonra Tarafınıza Gönderilecektir.</p><p>Ürün Talimatları : Hesap Bilgilerinde (Eposta, Şifre vs.) Değişiklik Yapamazsınız. İade Yoktur. Ömür Boyu Garantilidir.</p><p>Playstation 4-5 Konsolu İçindir farklı platformda kullanılamaz.</p>\n  ",,,taxable,,1,,,0,0,,,,,1,,"299,9","1199,9","Playstation Oyunları",,,https://white-clam-483231.hostingersite.com/wp-content/uploads/2025/03/w-vgs-adventure-ac-mirage.jpg,,,,,,,,,0,,Platform,PlayStation,1,1,Sürüm,Deluxe,1,1,,,,
9361,"simple, virtual",ODSKU-0017,,"A Way Out PC",1,1,visible,"<div class=""product-left"">\n\n<div class=""product-blocks blocks-image"">\n\n<div class=""product_extra product_blocks product_blocks-image"">\n\n<div class=""product_extra-331"">\n\n<div class=""block-body expand-block"">\n\n<div class=""block-wrapper"">\n\n<div class=""block-content "">Oyun, birbirlerini tanımayan iki mahkumun cezaevine girmeleriyle başlıyor. Bireysel hikayeler ilerledikçe, hapisten çıkmaları için güvene dayalı bir ilişki kurmaları gerekiyor. Oyunun içeriğinde aksiyon sahneleri, araba kovalamaları, gizli geçitler, yumruk yumruğa dövüşler, çatışmalar ve çok daha fazlası yer alıyor.​​Hemen A Way Out satın alarak bu eşsiz oyunun keyfini çıkarabilirsiniz.</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n<div class=""product-right"">\n\n<div id=""product"" class=""product-details""></div>\n\n</div>","<link rel=""stylesheet"" id=""wd-text-block-css"" href=""https://oyunuzmani.com.tr/wp-content/themes/woodmart/css/parts/el-text-block.min.css?ver=7.3.2"" type=""text/css"" media=""all"" />                                         \n                        <p><strong>Detaylar</strong></p><p>Steam hesabı olarak verilmektedir.</p><p>“Offline”</p><p>Hesap bilgileri değiştirilemez.</p><p>Hesaplarda genellikle bonus oyunlar bulunabilir bu oyunlar sizlere hediyemizdir.</p><p>Hesaplar ömür boyu garantilidir.</p><p>İade Veya Değişim Yoktur.</p><p>Çevrimdışı problem durumunda internet kapatılıp oynanılır.</p>\n  ",,,taxable,,1,,,0,0,,,,,1,,"99,9","499,9","Pc Oyunları",,,https://white-clam-483231.hostingersite.com/wp-content/uploads/2025/03/A-Way-Out-2018-Game-HD-Mobile-Wallpaper.jpg,,,,,,,,,0,,Platform,PC,1,1,Sürüm,Deluxe,1,1,Nitelik,"Dijital ürün",1,1
9362,"simple, virtual",ODSKU-0018,,"Age Of Empires IV PC",1,0,visible,"Age of Empires IV ile en sevilen gerçek zamanlı strateji oyunlarından biri, sizi dünyayı şekillendiren destansı tarihi savaşların merkezine koyarak tüm ihtişamıyla geri dönüyor. Age Of Empires 4 satın al ve açık dünyaya hemen gir.","<strong>Detaylar</strong>\n\n\n\nSteam hesabı olarak verilmektedir.\n\n\n\n“Sadece offline olarak oynanılabilir!”\n\n\n\nHesap bilgileri değiştirilemez.\n\n\n\nHesaplarda genellikle bonus oyunlar bulunabilir bu oyunlar sizlere hediyemizdir.\n\n\n\nHesaplar ömür boyu garantilidir.\n\n\n\nŞirketimize ait özel bir hesap teslim alacaksınız bütün bilgiler ve kullanım talimatları sipariş sonrası tarafınıza gönderilecektir. Ürünü online kullanmaya çalışan kullanıcılar tespit edildiği an yasaklanacaktır.\n\n\n\nİade Veya Değişim Yoktur.\n\n",,,taxable,,1,,,0,0,,,,,1,,"129,9","699,9","Pc Oyunları",,,https://white-clam-483231.hostingersite.com/wp-content/uploads/2025/03/age-of-empires-iv-age-of-empires-4-pc-games-2021-games-key-1280x1280-6868-e1710517849516.jpg,,,,,,,,,0,,Platform,PC,1,1,Sürüm,Deluxe,1,1,Nitelik,"Dijital ürün",1,1
9363,"simple, virtual",ODSKU-0019,,"Alan Wake 2 PC",1,1,visible,"<div class=""product-left"">\n\n<div class=""product-blocks blocks-image"">\n\n<div class=""product_extra product_blocks product_blocks-image"">\n\n<div class=""product_extra-331"">\n\n<div class=""block-body expand-block"">\n\n<div class=""block-wrapper"">\n\n<div class=""block-content "">Saga Anderson küçük bir kentteki ritüelleşmiş katliamları araştırmaya geliyor. Alan Wake, etrafındaki gerçekliği şekillendirecek karanlık hikâyeyi yazıyor. Bu iki kahraman bir şekilde birbirleriyle bağlantılı. Olmaları gereken kahramanlara dönüşebilecekler mi?​Hemen Alan Wake 2 satın alarak bu eşsiz oyunun keyfini çıkarabilirsiniz.</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n<div class=""product-right"">\n\n<div id=""product"" class=""product-details""></div>\n\n</div>","<strong>Detaylar</strong>\n\n\n\nEpic Games hesabı olarak verilmektedir.\n\n\n\n“Offline”\n\n\n\nHesap bilgileri değiştirilemez.\n\n\n\nHesaplarda genellikle bonus oyunlar bulunabilir bu oyunlar sizlere hediyemizdir.\n\n\n\nHesaplar ömür boyu garantilidir.\n\n\n\nİade Veya Değişim Yoktur.\n\n\n\nÇevrimdışı problem durumunda internet kapatılıp oynanılır.\n\n",,,taxable,,1,,,0,0,,,,,1,,"139,9","599,9","Pc Oyunları",,,https://white-clam-483231.hostingersite.com/wp-content/uploads/2025/03/alan-wake-2-phone-wallpaper-hd-uhdpaper.com-267@1@m-e1710519120645.jpg,,,,,,,,,0,,Platform,PC,1,1,Sürüm,Deluxe,1,1,Nitelik,"Dijital ürün",1,1
9364,"simple, virtual",ODSKU-0020,,"Anthem  PC",1,1,visible,"<div class=""product-left"">\n\n<div class=""product-blocks blocks-image"">\n\n<div class=""product_extra product_blocks product_blocks-image"">\n\n<div class=""product_extra-331"">\n\n<div class=""block-body expand-block"">\n\n<div class=""block-wrapper"">\n\n<div class=""block-content "">Exosuit denilen gelişmiş zırhları kullanan kahramanlar insanlığın son umudu oluyorlar ve bu zırhların avantajlarını kullanarak düşmanlarına karşı büyük avantajlar elde ediyorlar. Co-Op yapısıyla da dikkat çeken Anthem EA’nın yeni ışığı olarak görülmeye şimdiden başladı.Hemen Anthem satın alarak bu eşsiz oyunun keyfini çıkarabilirsiniz.</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n<div class=""product-right"">\n\n<div id=""product"" class=""product-details""></div>\n\n</div>","<strong>Detaylar</strong>\n\n\n\nOrigin hesabı olarak verilmektedir.\n\n\n\n“Offline”\n\n\n\nHesap bilgileri değiştirilemez.\n\n\n\nHesaplarda genellikle bonus oyunlar bulunabilir bu oyunlar sizlere hediyemizdir.\n\n\n\nHesaplar ömür boyu garantilidir.\n\n\n\nİade Veya Değişim Yoktur.\n\n\n\nÇevrimdışı problem durumunda internet kapatılıp oynanılır.\n\n",,,taxable,,1,,,0,0,,,,,1,,"89,9","599,9","Pc Oyunları",,,https://white-clam-483231.hostingersite.com/wp-content/uploads/2025/03/anthem-phone-7f004q2jc3n7mx0r-e1710519730463.jpg,,,,,,,,,0,,Platform,PC,1,1,Sürüm,Deluxe,1,1,Nitelik,"Dijital ürün",1,1
9365,"simple, virtual",ODSKU-0021,,"Anno 1800 PC",1,1,visible,"Anno 1800'de Sanayi Devriminin Lideri Ol! Tüm zamanların en heyecan verici ve hızlı değişen dönemlerinden birini yaşayın. Yeni teknolojileri, kıtaları ve toplumları keşfedin. Hayal gücünüzle yeni bir dünya kurun!Hemen Anno 1800 satın alarak bu eşsiz oyunun keyfini çıkarabilirsiniz.","<strong>Detaylar</strong>\n\n\n\nSteam hesabı olarak verilmektedir.\n\n\n\n“Offline”\n\n\n\nHesap bilgileri değiştirilemez.\n\n\n\nHesaplarda genellikle bonus oyunlar bulunabilir bu oyunlar sizlere hediyemizdir.\n\n\n\nHesaplar ömür boyu garantilidir.\n\n\n\nİade Veya Değişim Yoktur.\n\n\n\nÇevrimdışı problem durumunda internet kapatılıp oynanılır.\n\n",,,taxable,,1,,,0,0,,,,,1,,"119,9","889,9","Pc Oyunları",,,https://white-clam-483231.hostingersite.com/wp-content/uploads/2025/03/fa8e1d351d27573d66441462524444f5-scaled-e1710520134497.jpg,,,,,,,,,0,,Platform,PC,1,1,Sürüm,Deluxe,1,1,Nitelik,"Dijital ürün",1,1
9366,"simple, virtual",ODSKU-0022,,"Ark Survival Evolved PC",1,0,visible,"<div class=""product-left"">\n\n<div class=""product-blocks blocks-image"">\n\n<div class=""product_extra product_blocks product_blocks-image"">\n\n<div class=""product_extra-331"">\n\n<div class=""block-body expand-block"">\n\n<div class=""block-wrapper"">\n\n<div class=""block-content "">Çıplak bir adam veya kadın olarak üşüdüğün ve acıktığın ARK isimli gizemli bir adada mahsur kalıyorsun, avlanmalı, kaynak toplamalı, eşya üretmeli, bitki büyütmeli, teknolojiler araştırmalı ve dayanıklı elementlerle sığınak yapmalısın. Kurnazlığını ve kaynaklarını öldürmek veya dev dinazorları ve adada dolaşan diğer ilkel yaratıkları evcilleştirmek ve beslemek için kullan. Hayatta kalmak için diğer yüzlerce oyuncuyla avlan, hükmet... ve kurtul! Ark Survival Evolved satın al ve açık dünyaya hemen gir.</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n<div class=""product-right"">\n\n<div id=""product"" class=""product-details""></div>\n\n</div>","<link rel=""stylesheet"" id=""wd-text-block-css"" href=""https://oyunuzmani.com.tr/wp-content/themes/woodmart/css/parts/el-text-block.min.css?ver=7.3.2"" type=""text/css"" media=""all"" />                                         \n                        <p><strong>Detaylar</strong></p><p>Steam hesabı olarak verilmektedir.</p><p>“Sadece offline olarak oynanılabilir!”</p><p>Hesap bilgileri değiştirilemez.</p><p>Hesaplarda genellikle bonus oyunlar bulunabilir bu oyunlar sizlere hediyemizdir.</p><p>Hesaplar ömür boyu garantilidir.</p><p>Şirketimize ait özel bir hesap teslim alacaksınız bütün bilgiler ve kullanım talimatları sipariş sonrası tarafınıza gönderilecektir. Ürünü online kullanmaya çalışan kullanıcılar tespit edildiği an yasaklanacaktır.</p><p>İade Veya Değişim Yoktur.</p><p><b>Bilgisayarınızın sistem gereksinimlerini karşıladığından emin olunuz sorumluluk bize ait değildir.</b></p>\n      ",,,taxable,,1,,,0,0,,,,,1,,"99,9","699,9","Pc Oyunları",,,https://white-clam-483231.hostingersite.com/wp-content/uploads/2025/03/EGS_ARKSurvivalEvolved_StudioWildcard_S1-2560x1440-c316afb7c33a9dfb892eef6b99169e43-e1710520830386.jpg,,,,,,,,,0,,Platform,PC,1,1,Sürüm,Deluxe,1,1,Nitelik,"Dijital ürün",1,1
9367,"simple, virtual",ODSKU-0023,,"ARMORED CORE VI FIRES OF RUBICON PC",1,0,visible,"<div class=""product-left"">\n\n<div class=""product-blocks blocks-image"">\n\n<div class=""product_extra product_blocks product_blocks-image"">\n\n<div class=""product_extra-331"">\n\n<div class=""block-body expand-block"">\n\n<div class=""block-wrapper"">\n\n<div class=""block-content "">\n\n<div class=""product-left"">\n\n<div class=""product-blocks blocks-image"">\n\n<div class=""product_extra product_blocks product_blocks-image"">\n\n<div class=""product_extra-331"">\n\n<div class=""block-body expand-block"">\n\n<div class=""block-wrapper"">\n\n<div class=""block-content "">ARMORED CORE serisinin özelliklerini baz alan ve FromSoftware'in aksiyon oyunlarında yakın zamanda elde ettiği birikimden istifade edilerek geliştirilen yeni bir aksiyon oyunudur.​​Hemen Armored Core VI Fires Of Rubicorn Deluxe satın alarak bu eşsiz oyunun keyfini çıkarabilirsiniz.</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n<div class=""product-right"">\n\n<div id=""product"" class=""product-details""></div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n<div class=""product-right"">\n\n<div id=""product"" class=""product-details""></div>\n\n</div>","<link rel=""stylesheet"" id=""wd-text-block-css"" href=""https://oyunuzmani.com.tr/wp-content/themes/woodmart/css/parts/el-text-block.min.css?ver=7.3.2"" type=""text/css"" media=""all"" />                                         \n                        <p><strong>Detaylar</strong></p><p>Steam hesabı olarak verilmektedir.</p><p>“Sadece offline olarak oynanılabilir!”</p><p>Hesap bilgileri değiştirilemez.</p><p>Hesaplarda genellikle bonus oyunlar bulunabilir bu oyunlar sizlere hediyemizdir.</p><p>Hesaplar ömür boyu garantilidir.</p><p>Şirketimize ait özel bir hesap teslim alacaksınız bütün bilgiler ve kullanım talimatları sipariş sonrası tarafınıza gönderilecektir. Ürünü online kullanmaya çalışan kullanıcılar tespit edildiği an yasaklanacaktır.</p><p>İade Veya Değişim Yoktur.</p>\n       ",,,taxable,,1,,,0,0,,,,,1,,"139,9","589,9","Pc Oyunları",,,https://white-clam-483231.hostingersite.com/wp-content/uploads/2025/03/bneu-acvifor-standardedition-portraitmasterimage-1440x2160-1-e1710528857344.jpg,,,,,,,,,0,,Platform,PC,1,1,Sürüm,"Deluxe, Standart",1,1,Nitelik,"Dijital ürün",1,1
9368,"simple, virtual",ODSKU-0024,,"Assassin's Creed Black Flag PC",1,0,visible,"<div class=""product-left"">\n\n<div class=""product-blocks blocks-image"">\n\n<div class=""product_extra product_blocks product_blocks-image"">\n\n<div class=""product_extra-331"">\n\n<div class=""block-body expand-block"">\n\n<div class=""block-wrapper"">\n\n<div class=""block-content "">\n\n<div class=""product-left"">\n\n<div class=""product-blocks blocks-image"">\n\n<div class=""product_extra product_blocks product_blocks-image"">\n\n<div class=""product_extra-331"">\n\n<div class=""block-body expand-block"">\n\n<div class=""block-wrapper"">\n\n<div class=""block-content "">Yıl 1715'tir. Korsanlar Karayipler'i yönetir ve yolsuzluk, açgözlülük ve zulmün sıradan olduğu kendi yasadışı Cumhuriyetini kurmuşlardır. Bu kanun kaçakları arasında Edward Kenway adlı küstah bir kaptan var.​Hemen Assassin's Creed Black Flag satın alarak bu eşsiz oyunun keyfini çıkarabilirsiniz.</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n<div class=""product-right"">\n\n<div id=""product"" class=""product-details""></div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n</div>\n\n<div class=""product-right"">\n\n<div id=""product"" class=""product-details""></div>\n\n</div>","<link rel=""stylesheet"" id=""wd-text-block-css"" href=""https://oyunuzmani.com.tr/wp-content/themes/woodmart/css/parts/el-text-block.min.css?ver=7.3.2"" type=""text/css"" media=""all"" />                                         \n                        <p><strong>Detaylar</strong></p><p>Steam veya uplay hesabı olarak verilmektedir.<br></p><p>“Sadece offline olarak oynanılabilir!”</p><p>Hesap bilgileri değiştirilemez.</p><p>Hesaplarda genellikle bonus oyunlar bulunabilir bu oyunlar sizlere hediyemizdir.</p><p>Hesaplar ömür boyu garantilidir.</p><p>Şirketimize ait özel bir hesap teslim alacaksınız bütün bilgiler ve kullanım talimatları sipariş sonrası tarafınıza gönderilecektir. Ürünü online kullanmaya çalışan kullanıcılar tespit edildiği an yasaklanacaktır.</p><p>İade Veya Değişim Yoktur.</p>\n        ",,,taxable,,1,,,0,0,,,,,1,,"89,9","559,9","Pc Oyunları",,,https://white-clam-483231.hostingersite.com/wp-content/uploads/2025/03/US4NCAJYPPkVtniLblOOTn0G4Uy293sB-e1710529842572.webp,,,,,,,,,0,,Platform,PC,1,1,Sürüm,"Deluxe, Standart",1,1,Nitelik,"Dijital ürün",1,1
